city,state_id,population
Manchester Center,VT,2033.0
Corinna,ME,2032.0
Quail Ridge,FL,2031.0
Jemez Pueblo,NM,2031.0
Gardendale,TX,2031.0
Bayou Gauche,LA,2031.0
Leadville North,CO,2031.0
Cudjoe Key,FL,2030.0
Heritage Pines,FL,2030.0
Johnsburg,NY,2030.0
Shippen,PA,2030.0
Star City,AR,2030.0
Arial,SC,2030.0
Cuba City,WI,2029.0
Sea Isle City,NJ,2029.0
Monte Alto,TX,2029.0
Hughesville,PA,2029.0
Jonestown,PA,2028.0
Oakwood Hills,IL,2028.0
Damariscotta,ME,2028.0
Kahoka,MO,2028.0
Volga,SD,2028.0
Rankin,PA,2027.0
North York,PA,2027.0
Caton,NY,2026.0
Oliver Township,PA,2026.0
Lexington,IL,2026.0
Charlotte Hall,MD,2026.0
Beresford,SD,2026.0
Lofall,WA,2025.0
Dayton,NY,2025.0
Huntington,MA,2025.0
Deer Isle,ME,2025.0
Hurlock,MD,2024.0
Mannington,WV,2023.0
Maunawili,HI,2023.0
Las Carolinas,PR,2023.0
Amboy,WA,2022.0
Vinton,TX,2022.0
Tyrone Township,PA,2022.0
Dorrance,PA,2022.0
Limestone Township,PA,2022.0
Leipsic,OH,2022.0
Columbia City,OR,2022.0
Hamlin,TX,2021.0
Detroit Beach,MI,2021.0
Kiefer,OK,2020.0
Kemah,TX,2019.0
Haynesville,LA,2019.0
Pine Level,NC,2019.0
West Cornwall,PA,2019.0
Piru,CA,2019.0
Lake Summerset,IL,2019.0
Mangonia Park,FL,2018.0
Pojoaque,NM,2018.0
Southwest Greensburg,PA,2018.0
Jefferson Township,PA,2017.0
McAlmont,AR,2017.0
Sigourney,IA,2017.0
Veazie,ME,2017.0
Troy,TX,2016.0
Woodville,OH,2016.0
Tigerville,SC,2016.0
Troy,NH,2015.0
Amity,NY,2015.0
Long Beach,MD,2015.0
Sharpsburg,NC,2013.0
Houserville,PA,2013.0
Sun Valley,PA,2013.0
Sparta,PA,2013.0
Sparks,GA,2013.0
Hillsboro Beach,FL,2012.0
Memphis,TX,2012.0
South Woodbury,PA,2012.0
Laymantown,VA,2012.0
Belmont Estates,VA,2012.0
Boothbay Harbor,ME,2012.0
Shelby,MI,2012.0
South Wenatchee,WA,2011.0
Springfield Township,PA,2011.0
Ellis,KS,2011.0
Hildebran,NC,2010.0
Bethel Island,CA,2010.0
St. Paris,OH,2010.0
Lathrop,MO,2010.0
Seymour,MO,2010.0
Rainier,OR,2010.0
Fairview-Ferndale,PA,2009.0
Collinsville,AL,2009.0
Slater-Marietta,SC,2009.0
Colebrook,NH,2008.0
Devon,PA,2008.0
West Wheatfield,PA,2008.0
Arcanum,OH,2008.0
Cook,PA,2007.0
Limestone,ME,2007.0
Roman Forest,TX,2006.0
Wallace,FL,2005.0
Alexandria,NH,2005.0
Pelican Bay,TX,2005.0
Mogul,NV,2005.0
Kechi,KS,2005.0
Eupora,MS,2005.0
Goliad,TX,2004.0
Springfield,MN,2004.0
Bryant,WA,2003.0
Pine Island Center,FL,2002.0
Seneca Knolls,NY,2002.0
Union Township,PA,2002.0
Level Plains,AL,2002.0
Flora,IN,2002.0
Albany,KY,2002.0
Napavine,WA,2001.0
Shorewood Hills,WI,2001.0
Tyrone Township,PA,2001.0
Warriors Mark,PA,2001.0
Eyota,MN,2001.0
Jonesville,LA,2000.0
Girard,IL,2000.0
Barr,PA,1999.0
West Nantmeal,PA,1999.0
Crimora,VA,1999.0
Wapello,IA,1999.0
Edgerton,OH,1999.0
Port Allegany,PA,1998.0
Garyville,LA,1997.0
Moravian Falls,NC,1997.0
Guilford,VT,1997.0
Valley View,OH,1997.0
Seabrook Farms,NJ,1996.0
South Greensburg,PA,1996.0
Randolph,ME,1996.0
Enterprise,OR,1996.0
Nanawale Estates,HI,1995.0
Greene Township,PA,1995.0
Freeland,WA,1994.0
Rainbow,CA,1994.0
Judsonia,AR,1994.0
Lusby,MD,1994.0
Cooper,TX,1993.0
Middlefield,NY,1993.0
Burnham,PA,1993.0
Aptos Hills-Larkin Valley,CA,1993.0
Rosemount,OH,1993.0
Trail Creek,IN,1992.0
Derwood,MD,1992.0
Kenilworth,PA,1991.0
South Roxana,IL,1991.0
Drexel,OH,1991.0
Roanoke,IL,1990.0
Los Llanos,PR,1990.0
Leechburg,PA,1989.0
Belmont,MS,1988.0
Homosassa,FL,1987.0
Beverly Hills,TX,1987.0
Cecilia,LA,1987.0
Van Buren,ME,1987.0
Piperton,TN,1986.0
Liberty,IN,1986.0
Clancy,MT,1986.0
Carlisle,KY,1986.0
Bunker Hill,OR,1986.0
Sussex,NJ,1985.0
Aitkin,MN,1985.0
Fort Denaud,FL,1984.0
Lake Mills,IA,1984.0
West Hamburg,PA,1983.0
Leverett,MA,1983.0
Batavia,OH,1983.0
Daguao,PR,1983.0
Mattawan,MI,1982.0
First Mesa,AZ,1981.0
Carrington,ND,1980.0
Abram,TX,1979.0
Hayden,CO,1979.0
Starksboro,VT,1979.0
Churubusco,IN,1979.0
Ogden,IA,1979.0
South Bloomfield,OH,1979.0
Avoca,NY,1978.0
Epworth,IA,1978.0
Springerville,AZ,1978.0
Aberdeen,ID,1977.0
Cave Junction,OR,1977.0
Varnville,SC,1976.0
Menno,PA,1975.0
Battle Ground,IN,1975.0
Livingston,LA,1974.0
Remsenburg-Speonk,NY,1974.0
Calwa,CA,1974.0
Minonk,IL,1974.0
Slayton,MN,1974.0
Badin,NC,1973.0
Lewis Township,PA,1973.0
Wofford Heights,CA,1973.0
Dixfield,ME,1973.0
Camden,OH,1973.0
Coupeville,WA,1972.0
Burnt Store Marina,FL,1972.0
Arcade,GA,1972.0
Coleraine,MN,1972.0
East Atlantic Beach,NY,1971.0
Porter Township,PA,1971.0
Hodgkins,IL,1971.0
Boggs Township,PA,1970.0
Atkins,IA,1970.0
McColl,SC,1970.0
Midway,PA,1969.0
Mason Neck,VA,1969.0
Monticello,UT,1969.0
Custer,SD,1969.0
Potter,NY,1968.0
New Albion,NY,1968.0
South Centre,PA,1968.0
Carterville,MO,1968.0
Caney,KS,1968.0
Mill City,OR,1968.0
Cade,LA,1967.0
Somerset,TX,1965.0
Canyonville,OR,1965.0
Waddington,NY,1964.0
Blacklick Township,PA,1964.0
Mart,TX,1963.0
Yanceyville,NC,1963.0
Esperance,NY,1963.0
Sumner,IA,1962.0
Lebanon Junction,KY,1962.0
Clyde,NY,1961.0
Stagecoach,NV,1961.0
Golden Meadow,LA,1960.0
Syracuse,NE,1960.0
Stockbridge,MA,1960.0
Collinsville,TX,1959.0
Deering,NH,1958.0
Colchester,NY,1958.0
Hopwood,PA,1958.0
Davisboro,GA,1958.0
Kouts,IN,1958.0
Willard,UT,1958.0
Ogden,KS,1958.0
Erin,NY,1957.0
Georgetown,PA,1957.0
Carbon Cliff,IL,1957.0
Granite,OK,1957.0
Ocean Ridge,FL,1956.0
Fritz Creek,AK,1956.0
Stewart Manor,NY,1956.0
South Mahoning,PA,1955.0
Ludlow,VT,1955.0
Britt,IA,1955.0
Northwood,IA,1955.0
Manchester,OH,1955.0
Landisville,PA,1954.0
Erma,NJ,1953.0
Waverly,VA,1953.0
Arden on the Severn,MD,1953.0
Princeville,HI,1952.0
Limon,CO,1952.0
Woodhull,NY,1951.0
Stevenson,AL,1951.0
Prudenville,MI,1951.0
Inkerman,PA,1950.0
Colby,WI,1949.0
Three Rivers,TX,1949.0
Worcester,NY,1949.0
Monkton,VT,1949.0
Shelby,MS,1949.0
Star City,WV,1948.0
Norwegian,PA,1948.0
St. Bonaventure,NY,1947.0
Washington Township,PA,1947.0
China Lake Acres,CA,1947.0
Augusta,AR,1947.0
Bull Shoals,AR,1946.0
Sparta,MO,1946.0
Hoyt Lakes,MN,1946.0
Baraga,MI,1946.0
Brewster Hill,NY,1945.0
Krebs,OK,1945.0
Sausal,NM,1944.0
Cricket,NC,1944.0
Kingstown,MD,1944.0
Winnsboro Mills,SC,1944.0
Henderson,PA,1943.0
Lost Hills,CA,1943.0
Ellinwood,KS,1943.0
Goshen,AR,1941.0
Morovis,PR,1941.0
Shippensburg University,PA,1940.0
New Chicago,IN,1940.0
Machias,ME,1940.0
Point of Rocks,MD,1940.0
Mars Hill,NC,1939.0
Black Creek,PA,1939.0
Prophetstown,IL,1939.0
Mount Olive,IL,1939.0
Wrens,GA,1939.0
Privateer,SC,1939.0
Zwolle,LA,1937.0
Pennville,PA,1937.0
Fisher,IL,1937.0
Farmer City,IL,1936.0
Blooming Prairie,MN,1936.0
Albany,TX,1934.0
West Carthage,NY,1934.0
Huntington,UT,1934.0
Stockton,MO,1934.0
Waretown,NJ,1933.0
San Pasqual,CA,1932.0
Dummerston,VT,1932.0
West Sharyland,TX,1931.0
Prairie Grove,IL,1931.0
Shannon,GA,1931.0
Bellville,OH,1931.0
Whidbey Island Station,WA,1930.0
Harlem Heights,FL,1930.0
Red Corral,CA,1930.0
Haskell,OK,1930.0
Walla Walla East,WA,1929.0
Daniels,WV,1929.0
Rolling Fork,MS,1929.0
Tchula,MS,1929.0
Jenkins,KY,1929.0
La Pine,OR,1929.0
Brush Valley,PA,1928.0
Parkersburg,IA,1928.0
Hinckley,MN,1928.0
Crow Agency,MT,1928.0
Durham,OR,1928.0
Perry Township,PA,1927.0
Cave City,AR,1927.0
Princeville,NC,1926.0
Cana,VA,1926.0
Catlin,IL,1926.0
Ixonia,WI,1925.0
Sandyston,NJ,1925.0
Sour Lake,TX,1924.0
Wild Peach Village,TX,1924.0
Painted Post,NY,1924.0
Towamensing Trails,PA,1924.0
Sullivan's Island,SC,1924.0
Italy,TX,1923.0
Haslet,TX,1923.0
Throop,NY,1923.0
Rancho Tehama Reserve,CA,1922.0
Springfield,SD,1922.0
Christmas,FL,1921.0
Covington Township,PA,1921.0
Anderson,MO,1919.0
Nettleton,MS,1919.0
Lakeshore,LA,1918.0
Dorset,VT,1918.0
Glenmoor,OH,1918.0
Perry Park,CO,1917.0
Scottsville,NY,1916.0
Greenock,PA,1916.0
Shadeland,IN,1916.0
Doniphan,MO,1916.0
Jefferson,TX,1915.0
Linden,TX,1915.0
North Liberty,IN,1915.0
Las Quintas Fronterizas,TX,1914.0
Mountain Lodge Park,NY,1914.0
Beech Mountain Lakes,PA,1913.0
Mount Cobb,PA,1913.0
Devens,MA,1913.0
Crooked Lake Park,FL,1912.0
Englishtown,NJ,1912.0
Oakboro,NC,1912.0
Fránquez,PR,1912.0
St. Matthews,SC,1912.0
Glen Gardner,NJ,1911.0
Victory,NY,1911.0
Cambridge,NY,1911.0
Jackson Township,PA,1910.0
Rockdale,IL,1910.0
Grove City,FL,1909.0
Punta Rassa,FL,1908.0
Belford,NJ,1908.0
Napier,PA,1908.0
Elysburg,PA,1908.0
Phoenix,IL,1908.0
Athens,IL,1908.0
Buckland,MA,1908.0
South Willard,UT,1908.0
Chelsea,OK,1907.0
Hopewell,NJ,1906.0
Water Mill,NY,1906.0
Florala,AL,1906.0
Manhattan,MT,1906.0
Leyden,NY,1905.0
Dora,AL,1905.0
Crab Orchard,WV,1904.0
Sharon,NY,1904.0
Richmond,IL,1904.0
Parsonsfield,ME,1904.0
Warm Springs,CA,1903.0
Eudora,AR,1903.0
Alta,IA,1903.0
Belington,WV,1902.0
Buffalo,TX,1902.0
Atlantic Beach,NY,1902.0
Brundidge,AL,1902.0
Calhoun Falls,SC,1902.0
Saltville,VA,1901.0
Alorton,IL,1901.0
Burns Flat,OK,1901.0
Newbury,NH,1900.0
Oppenheim,NY,1900.0
Minneapolis,KS,1900.0
Boles Acres,NM,1899.0
Quemahoning,PA,1899.0
Porter Township,PA,1899.0
Albion,IL,1899.0
Union Point,GA,1899.0
Arkoma,OK,1899.0
Brooklawn,NJ,1898.0
Fort Hancock,TX,1898.0
Charlotte,TX,1898.0
Alabama,NY,1898.0
Germantown,NY,1898.0
Londonderry Township,PA,1898.0
Slocomb,AL,1898.0
Audubon,IA,1898.0
Marriott-Slaterville,UT,1898.0
Leslie,MI,1898.0
Robinson Township,PA,1897.0
Warson Woods,MO,1897.0
Union,MS,1897.0
Palmas del Mar,PR,1897.0
Fairfield,VT,1896.0
St. Charles,MI,1896.0
Katonah,NY,1895.0
Quincy,CA,1895.0
Elizabeth Lake,CA,1895.0
Ashland,AL,1895.0
Cascade Valley,WA,1894.0
Sylvania,AL,1894.0
Monroe,IA,1894.0
Baldwinville,MA,1894.0
Adams,WI,1893.0
Pierson,FL,1893.0
Independence,LA,1893.0
Prudhoe Bay,AK,1893.0
Trion,GA,1893.0
Priest River,ID,1893.0
Masury,OH,1893.0
Baker,MT,1893.0
Midway,KY,1893.0
Bell Township,PA,1892.0
Carbon Hill,AL,1892.0
Waterville,MN,1892.0
Buna,TX,1891.0
Susquehanna Trails,PA,1891.0
Leesport,PA,1891.0
Dresden,ME,1891.0
Conemaugh Township,PA,1890.0
Hidden Hills,CA,1890.0
Enterprise,UT,1890.0
Hurstbourne Acres,KY,1890.0
Roberts,WI,1889.0
Kealakekua,HI,1889.0
Lookout Mountain,TN,1889.0
Lower Mifflin,PA,1889.0
Piedmont,MO,1889.0
Steele,MO,1889.0
Bradley,WV,1888.0
Victory Lakes,NJ,1888.0
San Augustine,TX,1888.0
Rural Hill,TN,1888.0
Hopewell,TN,1888.0
Nelson,NY,1888.0
Yorklyn,PA,1888.0
Loveland Park,OH,1888.0
Evadale,TX,1887.0
West End,NY,1887.0
Vineyard Haven,MA,1887.0
Hammond,WI,1886.0
Gregory,TX,1886.0
Fairchance,PA,1886.0
Waurika,OK,1885.0
Jefferson Township,PA,1884.0
New Athens,IL,1884.0
Southside Place,TX,1883.0
Shelburne,MA,1882.0
Cienega Springs,AZ,1882.0
Evart,MI,1882.0
Old Saybrook Center,CT,1881.0
Oriole Beach,FL,1880.0
Youngstown,NY,1880.0
Adamstown,PA,1880.0
Upper Tulpehocken,PA,1880.0
Linden,AL,1880.0
Weweantic,MA,1880.0
Conway,MA,1880.0
Bernie,MO,1880.0
Blacksburg,SC,1880.0
Biggs,CA,1879.0
Indian River,MI,1879.0
Belleville,KS,1879.0
Spencer,WI,1878.0
East Bronson,FL,1878.0
Holiday Heights,NJ,1878.0
Graton,CA,1877.0
Greensboro,MD,1877.0
Suárez,PR,1877.0
Great Falls,SC,1877.0
Doe Valley,KY,1877.0
Fairmead,CA,1876.0
New Johnsonville,TN,1874.0
Ravensdale,WA,1873.0
Hollis,OK,1873.0
Gadsden,SC,1873.0
Salem,NC,1872.0
Pinedale,WY,1871.0
Shadybrook,TX,1871.0
West Hurley,NY,1871.0
Ault,CO,1871.0
Somonauk,IL,1871.0
Elk Point,SD,1871.0
Van Horn,TX,1870.0
Ossun,LA,1870.0
Haines,AK,1870.0
Yale,MI,1870.0
Bonneau Beach,SC,1870.0
Gibbon,NE,1869.0
Columbus,PA,1869.0
Gate City,VA,1869.0
Nicholson,GA,1869.0
Moundridge,KS,1869.0
Meredith,NY,1868.0
Melbourne,AR,1868.0
New Buffalo,MI,1868.0
Madbury,NH,1867.0
Conyngham,PA,1867.0
Ellaville,GA,1867.0
Sumrall,MS,1867.0
Mineralwells,WV,1866.0
Laurel Springs,NJ,1866.0
Lavallette,NJ,1866.0
Bradford,OH,1866.0
Luis M. Cintrón,PR,1866.0
Tenino,WA,1865.0
Rafael González,PR,1865.0
Seabrook Island,SC,1865.0
Wedgefield,SC,1865.0
Lakesite,TN,1864.0
Marathon,NY,1864.0
Friendship,NY,1864.0
Hebron,NY,1864.0
West Homestead,PA,1864.0
South Connellsville,PA,1864.0
Leachville,AR,1864.0
Huntington,VT,1864.0
Durant,IA,1864.0
Pinewood Estates,TX,1863.0
Lindley,NY,1863.0
Cordova,NC,1862.0
Flora,MS,1862.0
Sea Breeze,NC,1861.0
Lincoln University,PA,1861.0
Canton,PA,1861.0
Hampton,CT,1861.0
Lincolnville,ME,1861.0
Malta,MT,1861.0
Moriarty,NM,1860.0
Blaine,TN,1860.0
Glen Lyon,PA,1860.0
Sesser,IL,1860.0
Langston,OK,1860.0
Dakota City,NE,1859.0
East Providence,PA,1859.0
South Deerfield,MA,1859.0
Becket,MA,1859.0
Crown Point,NY,1858.0
Venice,IL,1858.0
Merrionette Park,IL,1858.0
Wadley,GA,1858.0
Edgewood,IN,1858.0
Sylvan Lake,MI,1858.0
Bethany,NY,1857.0
North Belle Vernon,PA,1857.0
Big Beaver,PA,1857.0
Crossville,AL,1857.0
Gordon,GA,1857.0
Peosta,IA,1857.0
Estill,SC,1857.0
Princetown,NY,1856.0
Wayne Township,PA,1856.0
Denver,IA,1856.0
Merlin,OR,1856.0
Richwood,WV,1855.0
Bloomington,TX,1855.0
Drexel,NC,1854.0
Hartley,PA,1854.0
London,CA,1854.0
Samson,AL,1854.0
Hope,NJ,1853.0
Oliver Township,PA,1853.0
Riverside,PA,1853.0
Parkwood,CA,1853.0
Henderson,GA,1853.0
Hinsdale,MA,1853.0
Woodville,CA,1852.0
Williamsport,IN,1852.0
Copeland,OK,1852.0
Buckhead Ridge,FL,1851.0
Spring City,TN,1851.0
Barre,NY,1851.0
G. L. García,PR,1851.0
Ingram,TX,1850.0
Wilber,NE,1850.0
Lake Caroline,VA,1850.0
Vernon,AL,1850.0
Cordova,AL,1850.0
Wakarusa,IN,1850.0
Roundup,MT,1850.0
Delcambre,LA,1849.0
Morrisville,NY,1849.0
Russell,NY,1849.0
Brookwood,AL,1848.0
Milan,IN,1848.0
Mio,MI,1848.0
Merriam Woods,MO,1847.0
Belle Rose,LA,1846.0
Andrews,NC,1846.0
Lake Ripley,WI,1845.0
Los Molinos,CA,1845.0
Rolling Hills,CA,1845.0
Alpine,NJ,1844.0
Little Valley,NY,1844.0
Hooker,OK,1844.0
Whitesburg,KY,1843.0
Williston Highlands,FL,1842.0
Franklin,CT,1842.0
L'Anse,MI,1842.0
Dunnellon,FL,1840.0
Scotland Neck,NC,1840.0
St. Lawrence,PA,1840.0
Oakham,MA,1840.0
Wabasso Beach,FL,1839.0
New London,IA,1839.0
Roseville,OH,1839.0
Vázquez,PR,1839.0
Greybull,WY,1838.0
Greenfield,IA,1838.0
Myersville,MD,1838.0
Delaware City,DE,1837.0
Olathe,CO,1837.0
Lone Pine,CA,1837.0
Columbus Junction,IA,1837.0
Capac,MI,1837.0
Presidential Lakes Estates,NJ,1836.0
Krugerville,TX,1836.0
Hadley,NY,1836.0
Morris,NY,1836.0
Trainer,PA,1836.0
Branch,PA,1836.0
Shawsville,VA,1836.0
Frankton,IN,1836.0
Benton Township,PA,1835.0
Lake Sherwood,CA,1835.0
Morgan,GA,1835.0
West Falmouth,MA,1835.0
Medicine Lodge,KS,1835.0
Oil Creek,PA,1834.0
Sulligent,AL,1834.0
Lake Camelot,IL,1834.0
Colquitt,GA,1834.0
Goldthwaite,TX,1833.0
Jacobus,PA,1833.0
Bloomfield,MO,1833.0
Memphis,MO,1833.0
Bangor,MI,1833.0
Jarrell,TX,1832.0
Wanchese,NC,1832.0
Lincoln,NY,1832.0
Northport,ME,1832.0
Leetonia,OH,1832.0
Sandy Valley,NV,1831.0
Howard City,MI,1830.0
Clatskanie,OR,1830.0
Washington Township,PA,1829.0
Limestone Township,PA,1829.0
Mesilla,NM,1828.0
Cass,PA,1828.0
Lovelock,NV,1828.0
Burns Harbor,IN,1828.0
Lake Ozark,MO,1828.0
Parchment,MI,1828.0
Campbellsport,WI,1827.0
Cross Plains,TN,1827.0
Jackson,NY,1827.0
Valencia,NM,1826.0
Watson,NY,1826.0
Aleppo,PA,1826.0
Saugerties South,NY,1825.0
Maryland,NY,1825.0
Westhampton,MA,1825.0
Georgetown,CT,1824.0
Fort Washakie,WY,1823.0
Cedar Bluff,AL,1823.0
Leon,IA,1823.0
Wilder,ID,1823.0
Queensland,MD,1823.0
Brownsville,OR,1823.0
Delmar,DE,1822.0
Spinnerstown,PA,1822.0
Limestone Township,PA,1822.0
Wolcott,VT,1822.0
North Warren,PA,1821.0
Bay,AR,1821.0
Clarkesville,GA,1821.0
Woodbury Township,PA,1820.0
Knollwood,IL,1820.0
Briarcliff,TX,1819.0
Angola on the Lake,NY,1819.0
Lakeland,MN,1819.0
Clearwater,MN,1818.0
Bruce,MS,1818.0
Vale,OR,1818.0
Lake Bryan,TX,1817.0
Charlotte,NY,1817.0
Brokenstraw,PA,1817.0
Driggs,ID,1817.0
Long Lake,MN,1816.0
Braham,MN,1816.0
Hornby,NY,1815.0
Intercourse,PA,1815.0
Brooklet,GA,1815.0
Oakland,MD,1815.0
Weston,MO,1815.0
Glencoe,FL,1814.0
Nambe,NM,1814.0
Bagdad,AZ,1814.0
St. Stephen,SC,1814.0
Cornish,NH,1813.0
Morton,TX,1813.0
Golden's Bridge,NY,1813.0
New Oxford,PA,1813.0
Hudson,IL,1813.0
Mount Zion,GA,1813.0
Sunray,TX,1812.0
Navarre,OH,1812.0
Monson Center,MA,1811.0
Coal City,WV,1810.0
Edmeston,NY,1810.0
East Washington,PA,1810.0
Lincoln Beach,OR,1810.0
Hemby Bridge,NC,1809.0
Butler,NY,1809.0
Darlington,PA,1809.0
Patrick Springs,VA,1808.0
Mokuleia,HI,1807.0
Superior,NE,1807.0
Lepanto,AR,1807.0
Mona,UT,1807.0
Noel,MO,1807.0
Campbell,MO,1807.0
Stafford,OR,1807.0
Ralls,TX,1806.0
Plymouth,NY,1806.0
Savannah,NY,1806.0
Newfane,VT,1806.0
Marissa,IL,1806.0
Lookout Mountain,AL,1805.0
Lawton,MI,1805.0
King,WI,1804.0
Pahala,HI,1804.0
Keeler Farm,NM,1804.0
Peach Lake,NY,1804.0
Shasta,CA,1804.0
Guttenberg,IA,1804.0
Plainville,KS,1804.0
Lyndhurst,VA,1803.0
Pine Mountain Club,CA,1803.0
Inola,OK,1803.0
Elida,OH,1803.0
West Glendive,MT,1803.0
Jackson,SC,1803.0
Mayville,ND,1802.0
Lebec,CA,1802.0
Shutesbury,MA,1801.0
Plymouth,OH,1801.0
Kenyon,MN,1801.0
Millwood,WA,1800.0
Crandon,WI,1800.0
Durand,WI,1800.0
Lazy Mountain,AK,1800.0
Upper Frankford,PA,1800.0
Beaver Township,PA,1800.0
Moretown,VT,1800.0
Colrain,MA,1800.0
Washington Park,FL,1799.0
Flora Vista,NM,1799.0
Pine Township,PA,1799.0
Camino,CA,1799.0
West Liberty,OH,1799.0
Butler,WI,1798.0
Grandview,TX,1798.0
Orion,IL,1798.0
Bethlehem Village,CT,1798.0
Lewiston,UT,1798.0
Lakeside,OR,1798.0
East Palatka,FL,1797.0
Westhampton Beach,NY,1797.0
Cologne,MN,1797.0
Elgin,OR,1797.0
Yacolt,WA,1796.0
Lithopolis,OH,1796.0
Henderson,LA,1795.0
Richland,MO,1795.0
Warroad,MN,1795.0
Appomattox,VA,1794.0
Village of the Branch,NY,1793.0
Canaan,NY,1793.0
Randolph,PA,1793.0
Mount Sterling,OH,1793.0
Scenic,AZ,1792.0
Coalgate,OK,1792.0
Cridersville,OH,1792.0
Erving,MA,1791.0
Jamestown,KY,1791.0
Webster,NH,1790.0
Morristown,NY,1790.0
South Floral Park,NY,1790.0
Linden,CA,1790.0
Decatur,AR,1790.0
Cameron,WI,1788.0
Lake Holiday,VA,1788.0
Maunabo,PR,1788.0
Coushatta,LA,1787.0
North Fork,AZ,1787.0
East Brunswick,PA,1786.0
Elk Township,PA,1786.0
Idaho Springs,CO,1786.0
Hancock,NH,1785.0
Bartonville,TX,1785.0
Sparkill,NY,1785.0
Belfast,NY,1784.0
Spring Park,MN,1784.0
Edgerton,KS,1784.0
Avon-by-the-Sea,NJ,1783.0
Basile,LA,1783.0
Ellenburg,NY,1783.0
Braddock Hills,PA,1783.0
Tawas City,MI,1783.0
Ortonville,MN,1782.0
Clarendon,TX,1781.0
Wellsville,KS,1781.0
Sturgis,KY,1781.0
Muhlenberg Park,PA,1780.0
Miami,AZ,1780.0
Gilbert,MN,1780.0
Mora,PR,1780.0
Sneads,FL,1779.0
Lawrence Township,PA,1779.0
Bovina,TX,1777.0
French Lick,IN,1777.0
Judson,SC,1777.0
Merritt Park,NY,1776.0
Beccaria,PA,1776.0
Dallas Center,IA,1776.0
Allentown,NJ,1775.0
Folsom,NJ,1775.0
Tyler Run,PA,1775.0
Port Carbon,PA,1775.0
Sardis City,AL,1775.0
Hebron,ME,1775.0
Milan,MO,1775.0
Marion,KS,1775.0
Orchard Grass Hills,KY,1775.0
Lake City,TN,1774.0
Root,NY,1774.0
Lynnwood-Pricedale,PA,1774.0
Friedens,PA,1774.0
South Shenango,PA,1774.0
Zolfo Springs,FL,1773.0
Long Valley,NJ,1773.0
New Milford,PA,1773.0
Sebastian,TX,1772.0
Rocky Point,NC,1772.0
Kualapuu,HI,1771.0
Loretto,TN,1771.0
Lake Mohawk,OH,1771.0
Kapaau,HI,1770.0
Stinnett,TX,1770.0
Southport,IN,1770.0
Forsyth,MT,1770.0
Ledbetter,KY,1770.0
Waterflow,NM,1769.0
Genoa,NY,1769.0
Humboldt,KS,1769.0
Kiawah Island,SC,1769.0
Middleton,NH,1768.0
Duson,LA,1768.0
Cannon Beach,OR,1768.0
Cherryville,PA,1767.0
Marlette,MI,1767.0
Littlerock,CA,1766.0
Greenfield,NH,1765.0
Sea Girt,NJ,1765.0
Camden,AL,1765.0
Mechanicsville,MD,1765.0
McCleary,WA,1764.0
Shamrock,TX,1764.0
Locke,NY,1764.0
Town Line,NY,1764.0
Lattingtown,NY,1764.0
WaKeeney,KS,1764.0
Aceitunas,PR,1764.0
Port Edwards,WI,1763.0
Lima,PA,1763.0
Shannon,MS,1763.0
Anna Maria,FL,1762.0
Elk Creek,PA,1762.0
East Millinocket,ME,1762.0
Slater,MO,1762.0
Silver Bay,MN,1762.0
Olivet,MI,1762.0
North Newton,KS,1762.0
Weyauwega,WI,1761.0
Santa Clara,NM,1761.0
Houghton,NY,1761.0
Palomas,PR,1761.0
Danbury,TX,1760.0
Surgoinsville,TN,1760.0
Mescal,AZ,1760.0
Paradis,LA,1759.0
Conquest,NY,1759.0
Butler,GA,1759.0
Luther,OK,1759.0
Elkhart,KS,1758.0
Palmyra,WI,1757.0
Mannington,NJ,1757.0
East Pittsburgh,PA,1757.0
Pomeroy,OH,1757.0
El Paraiso,PR,1757.0
Shelburne Falls,MA,1756.0
Questa,NM,1755.0
Lorena,TX,1755.0
Playita,PR,1755.0
Cooperstown,NY,1754.0
Upper Fairfield,PA,1754.0
Bourbon,IN,1754.0
Trenton,ME,1754.0
Wright,WY,1753.0
South Bristol,NY,1753.0
Hiram,ME,1753.0
Jeffersonville,KY,1753.0
Langdon,ND,1752.0
Bellwood,PA,1751.0
Lower Frankford,PA,1751.0
Cedar Hill,MO,1751.0
Twin Lake,MI,1751.0
Deposit,NY,1750.0
Central Square,NY,1750.0
Farley,IA,1750.0
Franklin Township,PA,1749.0
Gallatin,MO,1749.0
Rafter J Ranch,WY,1748.0
Randolph,WI,1747.0
Westville,NY,1747.0
Catlettsburg,KY,1747.0
Spencerville,NM,1746.0
Elberta,AL,1746.0
Calico Rock,AR,1746.0
Lewisburg,OH,1746.0
McMillin,WA,1745.0
Monon,IN,1745.0
Grand Ronde,OR,1745.0
Davenport,WA,1744.0
Monroe North,WA,1744.0
Alum Creek,WV,1744.0
Ledyard,NY,1744.0
Varick,NY,1744.0
Seward,NY,1744.0
Upper Brookville,NY,1744.0
Tyrone,NY,1744.0
Clarksburg,MA,1744.0
Rossmoyne,OH,1744.0
Osakis,MN,1744.0
Corcovado,PR,1744.0
Philadelphia,NY,1743.0
Middleport,NY,1743.0
Woodlands,CA,1743.0
Milam,TX,1742.0
Snake Spring,PA,1742.0
Hampton,IL,1742.0
Unionville,MO,1742.0
Fall River,WI,1741.0
Fontana-on-Geneva Lake,WI,1741.0
Pikeville,TN,1741.0
